id_type,id,baseline_owner,baseline_semantics,candidate_owner,candidate_semantics,status,action_taken,notes
reward,47813EE7B3F57E67,new_horizons.snbt: Exploration Without Getting Completely Lost / Lootr and Shared Treasure,"type=""xp""; xp=10",new_horizons.snbt: Leave Home Without Losing Home / Lootr and Shared Treasure,"type=""xp""; xp=10",unchanged,preserved baseline definition,
reward,47FC1A96C03DDB68,welcome.snbt: WHERE THE FUCK DO I START? / A Shared Waystone Network,"type=""xp""; xp=15","welcome.snbt: START HERE, YOU BEAUTIFUL NOOB / A Shared Waystone Network","type=""xp""; xp=15",unchanged,preserved baseline definition,
reward,4812AB25EDE78232,create_projects.snbt: Create Projects: Workshop to Railway / Design a Serviceable Power Room,"type=""xp""; xp=5",create_projects.snbt: Create: Build Machines With a Point / Design a Serviceable Power Room,"type=""xp""; xp=5",unchanged,preserved baseline definition,
reward,495497C1AE538DD8,new_horizons.snbt: Exploration Without Getting Completely Lost / The Roads of the Lost,"type=""xp""; xp=5",new_horizons.snbt: Leave Home Without Losing Home / The Roads of the Lost,"type=""xp""; xp=5",unchanged,preserved baseline definition,
reward,4A93B375F33C8E5F,"dimension_campaigns.snbt: Expedition Campaigns: Aether, Twilight and Beyond / Twilight Forest: Naga First","type=""xp""; xp=5","dimension_campaigns.snbt: Portals, Bosses and Poor Decisions / Twilight Forest: Naga First","type=""xp""; xp=5",unchanged,preserved baseline definition,
reward,4B487E7D8174CD60,"dimension_campaigns.snbt: Expedition Campaigns: Aether, Twilight and Beyond / Aether: Skyroot, Holystone and the Book of Lore","type=""xp""; xp=5","dimension_campaigns.snbt: Portals, Bosses and Poor Decisions / Aether: Skyroot, Holystone and the Book of Lore","type=""xp""; xp=5",unchanged,preserved baseline definition,
reward,4C3950821098CB58,vehicles.snbt: Vehicles and Transport / Animal and Farm Carts,"type=""xp""; xp=5","vehicles.snbt: Carts, Boats, Planes and OSHA Violations / Animal and Farm Carts","type=""xp""; xp=5",unchanged,preserved baseline definition,
reward,4C7282C78FF5E13B,enchanting_gear.snbt: Enchanting and the Public Armoury / Project: Build a Public Armoury,"type=""xp""; xp=5",enchanting_gear.snbt: Wizard Shit Without Wasting 47 Levels / Project: Build a Public Armoury,"type=""xp""; xp=5",unchanged,preserved baseline definition,
reward,4D178B0833672B4B,create_projects.snbt: Create Projects: Workshop to Railway / Project: Wash or Crush One Ore Stream,"type=""xp""; xp=5",create_projects.snbt: Create: Build Machines With a Point / Project: Wash or Crush One Ore Stream,"type=""xp""; xp=5",unchanged,preserved baseline definition,
reward,4D93066AB0A41A35,create_projects.snbt: Create Projects: Workshop to Railway / Packagers Turn Stock into Deliveries,"type=""xp""; xp=5",create_projects.snbt: Create: Build Machines With a Point / Packagers Turn Stock into Deliveries,"type=""xp""; xp=5",unchanged,preserved baseline definition,
reward,4DE250BFE0400D48,welcome.snbt: WHERE THE FUCK DO I START? / JEI: Your Recipe Dictionary,"type=""xp""; xp=5","welcome.snbt: START HERE, YOU BEAUTIFUL NOOB / JEI: Your Recipe Dictionary","type=""xp""; xp=5",unchanged,preserved baseline definition,
reward,4EB68D63AE8A3A25,endgame.snbt: Dangerous Shit and Endgame / An End Outpost for Everyone,"type=""item""; item=""minecraft:dragon_breath""","endgame.snbt: Dangerous Shit, Bigger Consequences / An End Outpost for Everyone","type=""item""; item=""minecraft:dragon_breath""",unchanged,preserved baseline definition,
reward,4EF9C6F2B3472C47,vehicles.snbt: Vehicles and Transport / Hand Carts and Supply Carts,"type=""xp""; xp=5","vehicles.snbt: Carts, Boats, Planes and OSHA Violations / Hand Carts and Supply Carts","type=""xp""; xp=5",unchanged,preserved baseline definition,
reward,4F404B3AC8369ADE,create_basics.snbt: Create Without Having a Brain Aneurysm / Enchantment Industry: Liquid Experience,"type=""xp""; xp=10",create_basics.snbt: Create Without Having a Brain Aneurysm / Enchantment Industry: Liquid Experience,"type=""xp""; xp=10",unchanged,preserved baseline definition,
reward,4F8E7ADAA685C0A5,create_basics.snbt: Create Without Having a Brain Aneurysm / Create Food Addons: Kitchen to Factory,"type=""xp""; xp=5",create_basics.snbt: Create Without Having a Brain Aneurysm / Create Food Addons: Kitchen to Factory,"type=""xp""; xp=5",unchanged,preserved baseline definition,
reward,4FACFF489D900BC6,create_projects.snbt: Create Projects: Workshop to Railway / Project: A Railway Is a Service,"type=""xp""; xp=5",create_projects.snbt: Create: Build Machines With a Point / Project: A Railway Is a Service,"type=""xp""; xp=5",unchanged,preserved baseline definition,
reward,4FD028BE5BC39840,"archaeology.snbt: Fossils, Archaeology and Dinosaurs / Build a Museum","type=""xp""; xp=15","archaeology.snbt: Brush First, Break Nothing / Build a Museum","type=""xp""; xp=15",unchanged,preserved baseline definition,
reward,50EAF95C6004AF25,roadmap.snbt: What Leads Into What? / Companions Lead to a Living Settlement,"type=""xp""; xp=5",roadmap.snbt: Pick a Lane Before You Craft Everything / Companions Lead to a Living Settlement,"type=""xp""; xp=5",unchanged,preserved baseline definition,
reward,51424F4152870D23,,,"first_days.snbt: Day One: Bed, Bread, Don't Die / Congratulations, You Made a Corpse","type=""xp""; xp=3",new,assigned a new deterministic stable ID,Does not inherit baseline completion or claim state.
reward,518A0F8DDF1E283A,,,travel_storage.snbt: Your 46-Chest Intervention / Peek Before You Place,"type=""xp""; xp=3",new,assigned a new deterministic stable ID,Does not inherit baseline completion or claim state.
reward,51B02BD0528660FB,"homestead_mastery.snbt: Homestead Mastery: Farm, Kitchen and Apiary / Central Kitchen: Heat and Compatibility","type=""xp""; xp=5","homestead_mastery.snbt: Farm, Kitchen, Bees: Feed the Damn Server / Central Kitchen: Heat and Compatibility","type=""xp""; xp=5",unchanged,preserved baseline definition,
reward,51E1E181581B9F86,"create_projects.snbt: Create Projects: Workshop to Railway / Build Outcomes, Not Machine Collections","type=""xp""; xp=5","create_projects.snbt: Create: Build Machines With a Point / Build Outcomes, Not Machine Collections","type=""xp""; xp=5",unchanged,preserved baseline definition,
reward,5200D8D0A4445A57,"companions_communities.snbt: Companions, Fishing and Settlements / A Peaceful Progression Lane","type=""xp""; xp=5","companions_communities.snbt: Pets, Fish and Villagers With Jobs / A Peaceful Progression Lane","type=""xp""; xp=5",unchanged,preserved baseline definition,
reward,52F08EED296C3762,"dimension_campaigns.snbt: Expedition Campaigns: Aether, Twilight and Beyond / Campaign Rules: Portal, Outpost, Return","type=""xp""; xp=5","dimension_campaigns.snbt: Portals, Bosses and Poor Decisions / Campaign Rules: Portal, Outpost, Return","type=""xp""; xp=5",unchanged,preserved baseline definition,
reward,5338FB82CD06535D,,,"endgame.snbt: Dangerous Shit, Bigger Consequences / Durability Check: The Least Sexy Lifesaver","type=""xp""; xp=3",new,assigned a new deterministic stable ID,Does not inherit baseline completion or claim state.
reward,53AE0DE86AE47CD9,"dimension_campaigns.snbt: Expedition Campaigns: Aether, Twilight and Beyond / Mowzie's Mobs: Independent Encounters","type=""xp""; xp=5","dimension_campaigns.snbt: Portals, Bosses and Poor Decisions / Mowzie's Mobs: Independent Encounters","type=""xp""; xp=5",unchanged,preserved baseline definition,
reward,53E2F573C3960FC5,create_projects.snbt: Create Projects: Workshop to Railway / Measure Rotation Before Expanding,"type=""xp""; xp=5",create_projects.snbt: Create: Build Machines With a Point / Measure Rotation Before Expanding,"type=""xp""; xp=5",unchanged,preserved baseline definition,
reward,53F50335B91BCB0D,"homestead_mastery.snbt: Homestead Mastery: Farm, Kitchen and Apiary / Cook a Repeatable Team Meal","type=""xp""; xp=5","homestead_mastery.snbt: Farm, Kitchen, Bees: Feed the Damn Server / Cook a Repeatable Team Meal","type=""xp""; xp=5",unchanged,preserved baseline definition,
reward,540C160A5697916E,travel_storage.snbt: Stop Living Out of 46 Chests / Create Item Vaults Are Machine Buffers,"type=""xp""; xp=5",travel_storage.snbt: Your 46-Chest Intervention / Create Item Vaults Are Machine Buffers,"type=""xp""; xp=5",unchanged,preserved baseline definition,
reward,548AD8B5476D44DA,create_projects.snbt: Create Projects: Workshop to Railway / Project: A Tree Farm You Can Stop,"type=""xp""; xp=5",create_projects.snbt: Create: Build Machines With a Point / Project: A Tree Farm You Can Stop,"type=""xp""; xp=5",unchanged,preserved baseline definition,
reward,54C6FFDFD877FA80,travel_storage.snbt: Stop Living Out of 46 Chests / Store Bulk Materials in Drawers,"type=""xp""; xp=10",travel_storage.snbt: Your 46-Chest Intervention / Store Bulk Materials in Drawers,"type=""xp""; xp=10",unchanged,preserved baseline definition,
reward,5773726D8C53DC72,"first_days.snbt: Surviving the First Night / Small Details, Big Difference","type=""xp""; xp=10","first_days.snbt: Day One: Bed, Bread, Don't Die / Small Details, Big Difference","type=""xp""; xp=10",unchanged,preserved baseline definition,
reward,5833932BD410A305,,,create_projects.snbt: Create: Build Machines With a Point / Name the Station Something Useful,"type=""xp""; xp=3",new,assigned a new deterministic stable ID,Does not inherit baseline completion or claim state.
reward,588936F922937A36,"roadmap.snbt: What Leads Into What? / The Pack Is a Web, Not a Checklist","type=""xp""; xp=5","roadmap.snbt: Pick a Lane Before You Craft Everything / The Pack Is a Web, Not a Checklist","type=""xp""; xp=5",unchanged,preserved baseline definition,
reward,58D54176014BD212,endgame.snbt: Dangerous Shit and Endgame / Assemble the Portal Team,"type=""xp""; xp=20","endgame.snbt: Dangerous Shit, Bigger Consequences / Assemble the Portal Team","type=""xp""; xp=20",unchanged,preserved baseline definition,
reward,58EABC225CCE402A,"new_horizons.snbt: Exploration Without Getting Completely Lost / Curios, Artifacts and Relics","type=""xp""; xp=15","new_horizons.snbt: Leave Home Without Losing Home / Curios, Artifacts and Relics","type=""xp""; xp=15",unchanged,preserved baseline definition,
reward,59D47D9656C4BC66,vehicles.snbt: Vehicles and Transport / Travel Lab: Commission a Small Ship,"type=""xp""; xp=10","vehicles.snbt: Carts, Boats, Planes and OSHA Violations / Travel Lab: Commission a Small Ship","type=""xp""; xp=10",unchanged,preserved baseline definition,
reward,59DC97845E4A5CAE,,,"first_days.snbt: Day One: Bed, Bread, Don't Die / Why Is My Lantern Doing That?","type=""xp""; xp=3",new,assigned a new deterministic stable ID,Does not inherit baseline completion or claim state.
reward,5A2FC1FAB82AD9CF,,,"first_days.snbt: Day One: Bed, Bread, Don't Die / Signs: Cheaper Than Telepathy","type=""xp""; xp=3",new,assigned a new deterministic stable ID,Does not inherit baseline completion or claim state.
reward,5A7705E383C4D306,"homestead_mastery.snbt: Homestead Mastery: Farm, Kitchen and Apiary / Project: A Compact Responsible Apiary","type=""xp""; xp=5","homestead_mastery.snbt: Farm, Kitchen, Bees: Feed the Damn Server / Project: A Compact Responsible Apiary","type=""xp""; xp=5",unchanged,preserved baseline definition,
reward,5B106440FCB7A239,"dimension_campaigns.snbt: Expedition Campaigns: Aether, Twilight and Beyond / Twilight Forest: Portal, Magic Map, First Camp","type=""xp""; xp=5","dimension_campaigns.snbt: Portals, Bosses and Poor Decisions / Twilight Forest: Portal, Magic Map, First Camp","type=""xp""; xp=5",unchanged,preserved baseline definition,
reward,5B2DBB43A26C56D2,,,"companions_communities.snbt: Pets, Fish and Villagers With Jobs / The Aquarium Is Not a Mob Farm","type=""xp""; xp=3",new,assigned a new deterministic stable ID,Does not inherit baseline completion or claim state.
reward,5B3F77AD97A73040,endgame.snbt: Dangerous Shit and Endgame / Survey the Outer End,"type=""xp""; xp=30","endgame.snbt: Dangerous Shit, Bigger Consequences / Survey the Outer End","type=""xp""; xp=30",unchanged,preserved baseline definition,
reward,5C548906BC1FEAA0,roadmap.snbt: What Leads Into What? / First Days Lead to a Permanent Home,"type=""xp""; xp=5",roadmap.snbt: Pick a Lane Before You Craft Everything / First Days Lead to a Permanent Home,"type=""xp""; xp=5",unchanged,preserved baseline definition,
reward,5CF81601A5619C32,create_basics.snbt: Create Without Having a Brain Aneurysm / Make Trains Useful,"type=""xp""; xp=20",create_basics.snbt: Create Without Having a Brain Aneurysm / Make Trains Useful,"type=""xp""; xp=20",unchanged,preserved baseline definition,
reward,5DEAC625046F09C6,"dimension_campaigns.snbt: Expedition Campaigns: Aether, Twilight and Beyond / Alex's Caves: Six Parallel Expeditions","type=""xp""; xp=5","dimension_campaigns.snbt: Portals, Bosses and Poor Decisions / Alex's Caves: Six Parallel Expeditions","type=""xp""; xp=5",unchanged,preserved baseline definition,
reward,5DEDE9267D0B9C07,create_basics.snbt: Create Without Having a Brain Aneurysm / Saws Cut; Drills Break,"type=""xp""; xp=5",create_basics.snbt: Create Without Having a Brain Aneurysm / Saws Cut; Drills Break,"type=""xp""; xp=5",unchanged,preserved baseline definition,
reward,5EBB533E4502DFE0,"dimension_campaigns.snbt: Expedition Campaigns: Aether, Twilight and Beyond / Alex's Caves: Tablet, Codex, Book and Maps","type=""xp""; xp=5","dimension_campaigns.snbt: Portals, Bosses and Poor Decisions / Alex's Caves: Tablet, Codex, Book and Maps","type=""xp""; xp=5",unchanged,preserved baseline definition,
reward,5F90D88A9406C845,welcome.snbt: WHERE THE FUCK DO I START? / Orientation Complete,"type=""item""; item=""minecraft:experience_bottle""","welcome.snbt: START HERE, YOU BEAUTIFUL NOOB / Orientation Complete","type=""item""; item=""minecraft:experience_bottle""",unchanged,preserved baseline definition,
reward,60467A9D309284B5,create_basics.snbt: Create Without Having a Brain Aneurysm / Crushing Wheels: Make Them Face Each Other,"type=""xp""; xp=5",create_basics.snbt: Create Without Having a Brain Aneurysm / Crushing Wheels: Make Them Face Each Other,"type=""xp""; xp=5",unchanged,preserved baseline definition,
reward,605DC9041C4FCD99,homestead.snbt: Food That Isn't Raw Chicken / A Cook's First Tool,"type=""xp""; xp=5",homestead.snbt: Cook Something That Isn't Raw Chicken / A Cook's First Tool,"type=""xp""; xp=5",unchanged,preserved baseline definition,
reward,608C457295864714,"dimension_campaigns.snbt: Expedition Campaigns: Aether, Twilight and Beyond / Twilight Forest: Merge at the Highlands","type=""xp""; xp=5","dimension_campaigns.snbt: Portals, Bosses and Poor Decisions / Twilight Forest: Merge at the Highlands","type=""xp""; xp=5",unchanged,preserved baseline definition,
reward,61FA2E192BF3BEAF,create_projects.snbt: Create Projects: Workshop to Railway / Graduation: Audit the Shared Workshop,"type=""xp""; xp=5",create_projects.snbt: Create: Build Machines With a Point / Graduation: Audit the Shared Workshop,"type=""xp""; xp=5",unchanged,preserved baseline definition,
reward,6266E2D57256D3EF,endgame.snbt: Dangerous Shit and Endgame / Explore Incendium's Nether,"type=""xp""; xp=15","endgame.snbt: Dangerous Shit, Bigger Consequences / Explore Incendium's Nether","type=""xp""; xp=15",unchanged,preserved baseline definition,
reward,62F89EB794F9FCB8,"endgame.snbt: Dangerous Shit and Endgame / Build Nether Roads, Not Breadcrumbs","type=""xp""; xp=10","endgame.snbt: Dangerous Shit, Bigger Consequences / Build Nether Roads, Not Breadcrumbs","type=""xp""; xp=10",unchanged,preserved baseline definition,
reward,6364292EA86DCB9E,welcome.snbt: WHERE THE FUCK DO I START? / Your First Backpack,"type=""xp""; xp=10","welcome.snbt: START HERE, YOU BEAUTIFUL NOOB / Your First Backpack","type=""xp""; xp=10",unchanged,preserved baseline definition,
reward,639105C382274F43,"dimension_campaigns.snbt: Expedition Campaigns: Aether, Twilight and Beyond / Campaign Debrief: Bring Knowledge Home","type=""xp""; xp=5","dimension_campaigns.snbt: Portals, Bosses and Poor Decisions / Campaign Debrief: Bring Knowledge Home","type=""xp""; xp=5",unchanged,preserved baseline definition,
reward,642AC26447FA82D2,"archaeology.snbt: Fossils, Archaeology and Dinosaurs / Excavate Like an Archaeologist","type=""xp""; xp=10","archaeology.snbt: Brush First, Break Nothing / Excavate Like an Archaeologist","type=""xp""; xp=10",unchanged,preserved baseline definition,
reward,64AA64D29FB99165,"companions_communities.snbt: Companions, Fishing and Settlements / Doggy Talents: Train One Companion","type=""xp""; xp=5","companions_communities.snbt: Pets, Fish and Villagers With Jobs / Doggy Talents: Train One Companion","type=""xp""; xp=5",unchanged,preserved baseline definition,
reward,64BEADBD8420C33F,"companions_communities.snbt: Companions, Fishing and Settlements / Fishing Is an Expedition Tool","type=""xp""; xp=5","companions_communities.snbt: Pets, Fish and Villagers With Jobs / Fishing Is an Expedition Tool","type=""xp""; xp=5",unchanged,preserved baseline definition,
reward,651C41AE04B30DD6,"companions_communities.snbt: Companions, Fishing and Settlements / Domestication Innovation Is a Separate Layer","type=""xp""; xp=5","companions_communities.snbt: Pets, Fish and Villagers With Jobs / Domestication Innovation Is a Separate Layer","type=""xp""; xp=5",unchanged,preserved baseline definition,
reward,65734CDDCC83ABD1,,,"homestead_mastery.snbt: Farm, Kitchen, Bees: Feed the Damn Server / Rice Is Wet, Not Broken","type=""xp""; xp=3",new,assigned a new deterministic stable ID,Does not inherit baseline completion or claim state.
reward,6591CA00ED66CA94,welcome.snbt: WHERE THE FUCK DO I START? / How to Read the Field Guide,"type=""xp""; xp=10","welcome.snbt: START HERE, YOU BEAUTIFUL NOOB / How to Read the Field Guide","type=""xp""; xp=10",unchanged,preserved baseline definition,
reward,6607DA61521B3F88,endgame.snbt: Dangerous Shit and Endgame / Enter the End,"type=""xp""; xp=30","endgame.snbt: Dangerous Shit, Bigger Consequences / Enter the End","type=""xp""; xp=30",unchanged,preserved baseline definition,
reward,682A7B1845856581,endgame.snbt: Dangerous Shit and Endgame / Encounter Lab: Read a Mowzie Fight,"type=""xp""; xp=10","endgame.snbt: Dangerous Shit, Bigger Consequences / Encounter Lab: Read a Mowzie Fight","type=""xp""; xp=10",unchanged,preserved baseline definition,
reward,6A0A8E31365E8F96,endgame.snbt: Dangerous Shit and Endgame / Recover a Nether Eye,"type=""xp""; xp=20","endgame.snbt: Dangerous Shit, Bigger Consequences / Recover a Nether Eye","type=""xp""; xp=20",unchanged,preserved baseline definition,
reward,6BA3E9DAE1EBA250,enchanting_gear.snbt: Enchanting and the Public Armoury / Steer the Matrix with Coloured Candles,"type=""xp""; xp=5",enchanting_gear.snbt: Wizard Shit Without Wasting 47 Levels / Steer the Matrix with Coloured Candles,"type=""xp""; xp=5",unchanged,preserved baseline definition,
reward,6CB46663F82EEC76,"companions_communities.snbt: Companions, Fishing and Settlements / Feed Troughs and Bounded Animal Care","type=""xp""; xp=5","companions_communities.snbt: Pets, Fish and Villagers With Jobs / Feed Troughs and Bounded Animal Care","type=""xp""; xp=5",unchanged,preserved baseline definition,
reward,6D1F20821A8A8420,"companions_communities.snbt: Companions, Fishing and Settlements / Guard Villagers: Secure Before Expanding","type=""xp""; xp=5","companions_communities.snbt: Pets, Fish and Villagers With Jobs / Guard Villagers: Secure Before Expanding","type=""xp""; xp=5",unchanged,preserved baseline definition,
reward,6D96CC02F24DF7C3,,,"welcome.snbt: START HERE, YOU BEAUTIFUL NOOB / Your Keyboard Has Been Civilised","type=""xp""; xp=3",new,assigned a new deterministic stable ID,Does not inherit baseline completion or claim state.
reward,6E209AFC1BE4A9B4,"dimension_campaigns.snbt: Expedition Campaigns: Aether, Twilight and Beyond / Frozen Sea Campaign: Ice Maze and Ship Graveyard","type=""xp""; xp=5","dimension_campaigns.snbt: Portals, Bosses and Poor Decisions / Frozen Sea Campaign: Ice Maze and Ship Graveyard","type=""xp""; xp=5",unchanged,preserved baseline definition,
reward,6E88362FBEF902AE,,,"first_days.snbt: Day One: Bed, Bread, Don't Die / Build a Palette Before a Palace","type=""xp""; xp=3",new,assigned a new deterministic stable ID,Does not inherit baseline completion or claim state.
reward,6EC10EFC7F3DF080,,,"welcome.snbt: START HERE, YOU BEAUTIFUL NOOB / Right Ingredients, Wrong Output?","type=""xp""; xp=3",new,assigned a new deterministic stable ID,Does not inherit baseline completion or claim state.
reward,6EEDC80CD12BAB8A,,,"welcome.snbt: START HERE, YOU BEAUTIFUL NOOB / If the Sky Becomes the Void, Stop","type=""xp""; xp=3",new,assigned a new deterministic stable ID,Does not inherit baseline completion or claim state.
reward,6F57BAD901B52DB3,homestead.snbt: Food That Isn't Raw Chicken / Feed the Whole Team,"type=""item""; item=""minecraft:golden_carrot""",homestead.snbt: Cook Something That Isn't Raw Chicken / Feed the Whole Team,"type=""item""; item=""minecraft:golden_carrot""",unchanged,preserved baseline definition,
reward,70A038357E9E0322,endgame.snbt: Dangerous Shit and Endgame / Free the End,"type=""xp""; xp=40","endgame.snbt: Dangerous Shit, Bigger Consequences / Free the End","type=""xp""; xp=40",unchanged,preserved baseline definition,
reward,70EA4736B4DFA356,welcome.snbt: WHERE THE FUCK DO I START? / Foreword: A World of Many Ages,"type=""xp""; xp=5","welcome.snbt: START HERE, YOU BEAUTIFUL NOOB / Foreword: A World of Many Ages","type=""xp""; xp=5",unchanged,preserved baseline definition,
reward,71983000182EC798,"homestead_mastery.snbt: Homestead Mastery: Farm, Kitchen and Apiary / Beekeeping Starts with Vanilla Safety","type=""xp""; xp=5","homestead_mastery.snbt: Farm, Kitchen, Bees: Feed the Damn Server / Beekeeping Starts with Vanilla Safety","type=""xp""; xp=5",unchanged,preserved baseline definition,
reward,71BE6BED6206C799,new_horizons.snbt: Exploration Without Getting Completely Lost / Take a Real Photograph,"type=""xp""; xp=15",new_horizons.snbt: Leave Home Without Losing Home / Take a Real Photograph,"type=""xp""; xp=15",unchanged,preserved baseline definition,
reward,71D41FEE59B460A4,"dimension_campaigns.snbt: Expedition Campaigns: Aether, Twilight and Beyond / Otherside: Warden and Heart of the Deep","type=""xp""; xp=5","dimension_campaigns.snbt: Portals, Bosses and Poor Decisions / Otherside: Warden and Heart of the Deep","type=""xp""; xp=5",unchanged,preserved baseline definition,
reward,7253FC5D69D7838C,vehicles.snbt: Vehicles and Transport / A Proper Expedition Ship,"type=""item""; item=""minecraft:lead""","vehicles.snbt: Carts, Boats, Planes and OSHA Violations / A Proper Expedition Ship","type=""item""; item=""minecraft:lead""",unchanged,preserved baseline definition,
reward,727923D80AE9BE2C,vehicles.snbt: Vehicles and Transport / A Proper Expedition Ship,"type=""xp""; xp=20","vehicles.snbt: Carts, Boats, Planes and OSHA Violations / A Proper Expedition Ship","type=""xp""; xp=20",unchanged,preserved baseline definition,
reward,72C8B7274E5A0018,"homestead_mastery.snbt: Homestead Mastery: Farm, Kitchen and Apiary / Productive Bees: Nests, Cages and Roles","type=""xp""; xp=5","homestead_mastery.snbt: Farm, Kitchen, Bees: Feed the Damn Server / Productive Bees: Nests, Cages and Roles","type=""xp""; xp=5",unchanged,preserved baseline definition,
reward,72EAAD938684746B,roadmap.snbt: What Leads Into What? / Choose One Next Project,"type=""xp""; xp=5",roadmap.snbt: Pick a Lane Before You Craft Everything / Choose One Next Project,"type=""xp""; xp=5",unchanged,preserved baseline definition,
reward,737FD25349FF1AB9,"create_projects.snbt: Create Projects: Workshop to Railway / Disenchant, Guide, Enchant and Print","type=""xp""; xp=5","create_projects.snbt: Create: Build Machines With a Point / Disenchant, Guide, Enchant and Print","type=""xp""; xp=5",unchanged,preserved baseline definition,
reward,739D94F2E58EEE97,"archaeology.snbt: Fossils, Archaeology and Dinosaurs / Build a Museum","type=""item""; item=""minecraft:item_frame""","archaeology.snbt: Brush First, Break Nothing / Build a Museum","type=""item""; item=""minecraft:item_frame""",unchanged,preserved baseline definition,
reward,73EE0892EA05E606,create_basics.snbt: Create Without Having a Brain Aneurysm / Lesson 1: Ponder Before Building,"type=""item""; item=""create:wrench""",create_basics.snbt: Create Without Having a Brain Aneurysm / Lesson 1: Ponder Before Building,"type=""item""; item=""create:wrench""",unchanged,preserved baseline definition,
reward,7422FBD0D53C62F4,welcome.snbt: WHERE THE FUCK DO I START? / The Fellowship Rule,"type=""xp""; xp=10","welcome.snbt: START HERE, YOU BEAUTIFUL NOOB / The Fellowship Rule","type=""xp""; xp=10",unchanged,preserved baseline definition,
reward,74C16A1F83544972,create_basics.snbt: Create Without Having a Brain Aneurysm / Lesson 1: Ponder Before Building,"type=""xp""; xp=5",create_basics.snbt: Create Without Having a Brain Aneurysm / Lesson 1: Ponder Before Building,"type=""xp""; xp=5",unchanged,preserved baseline definition,
reward,75014A4595233E47,welcome.snbt: WHERE THE FUCK DO I START? / Orientation Complete,"type=""xp""; xp=20","welcome.snbt: START HERE, YOU BEAUTIFUL NOOB / Orientation Complete","type=""xp""; xp=20",unchanged,preserved baseline definition,
reward,76BEC70E88F67FAD,"homestead_mastery.snbt: Homestead Mastery: Farm, Kitchen and Apiary / Run a Pantry, Not a Dump Chest","type=""xp""; xp=5","homestead_mastery.snbt: Farm, Kitchen, Bees: Feed the Damn Server / Run a Pantry, Not a Dump Chest","type=""xp""; xp=5",unchanged,preserved baseline definition,
reward,774A8A00C1C0295C,,,"homestead_mastery.snbt: Farm, Kitchen, Bees: Feed the Damn Server / Winter Is Coming; Your Pantry Is Empty","type=""xp""; xp=3",new,assigned a new deterministic stable ID,Does not inherit baseline completion or claim state.
reward,777D8553A2548A6D,new_horizons.snbt: Exploration Without Getting Completely Lost / The Boss Threshold,"type=""xp""; xp=20",new_horizons.snbt: Leave Home Without Losing Home / The Boss Threshold,"type=""xp""; xp=20",unchanged,preserved baseline definition,
reward,77C46136B9430DD9,,,travel_storage.snbt: Your 46-Chest Intervention / The Void Upgrade Is Not a Personality Test,"type=""xp""; xp=3",new,assigned a new deterministic stable ID,Does not inherit baseline completion or claim state.
reward,7807619F33E84787,"homestead_mastery.snbt: Homestead Mastery: Farm, Kitchen and Apiary / Read the Season Before Planting","type=""xp""; xp=5","homestead_mastery.snbt: Farm, Kitchen, Bees: Feed the Damn Server / Read the Season Before Planting","type=""xp""; xp=5",unchanged,preserved baseline definition,
reward,783F2BD55066D24F,"homestead_mastery.snbt: Homestead Mastery: Farm, Kitchen and Apiary / Turn Combs into Stored Resources","type=""xp""; xp=5","homestead_mastery.snbt: Farm, Kitchen, Bees: Feed the Damn Server / Turn Combs into Stored Resources","type=""xp""; xp=5",unchanged,preserved baseline definition,
reward,78C26799682F071C,"archaeology.snbt: Fossils, Archaeology and Dinosaurs / Bounties, Artifacts and Relics","type=""xp""; xp=10","archaeology.snbt: Brush First, Break Nothing / Bounties, Artifacts and Relics","type=""xp""; xp=10",unchanged,preserved baseline definition,
reward,78C35B089A1C31A3,,,"dimension_campaigns.snbt: Portals, Bosses and Poor Decisions / Test the Return Trip Before Acting Brave","type=""xp""; xp=3",new,assigned a new deterministic stable ID,Does not inherit baseline completion or claim state.
reward,7A1915EA1A384ED0,first_days.snbt: Surviving the First Night / Block Families with Rechiseled,"type=""xp""; xp=10","first_days.snbt: Day One: Bed, Bread, Don't Die / Block Families with Rechiseled","type=""xp""; xp=10",unchanged,preserved baseline definition,
reward,7A446EEC40E360C5,,,"companions_communities.snbt: Pets, Fish and Villagers With Jobs / This Is a Town, Not a CPU Benchmark","type=""xp""; xp=3",new,assigned a new deterministic stable ID,Does not inherit baseline completion or claim state.
reward,7B10147C4FAD9A48,"homestead.snbt: Food That Isn't Raw Chicken / Catch, Don't Kill","type=""xp""; xp=15","homestead.snbt: Cook Something That Isn't Raw Chicken / Catch, Don't Kill","type=""xp""; xp=15",unchanged,preserved baseline definition,
reward,7B29F9ED39F857C8,first_days.snbt: Surviving the First Night / Carry On,"type=""xp""; xp=5","first_days.snbt: Day One: Bed, Bread, Don't Die / Carry On","type=""xp""; xp=5",unchanged,preserved baseline definition,
reward,7B51CEA3AF7207D0,homestead.snbt: Food That Isn't Raw Chicken / Slice and Dice,"type=""xp""; xp=10",homestead.snbt: Cook Something That Isn't Raw Chicken / Slice and Dice,"type=""xp""; xp=10",unchanged,preserved baseline definition,
reward,7B7F524FCCFFC546,new_horizons.snbt: Exploration Without Getting Completely Lost / The Wild Concord,"type=""xp""; xp=5",new_horizons.snbt: Leave Home Without Losing Home / The Wild Concord,"type=""xp""; xp=5",unchanged,preserved baseline definition,
